id,title,url
1498,Fredrik Jonsson Kalle Kulas Flaskpannkaka,https://www.mathem.se/se/recipes/1498-fredrik-jonsson-kalle-kulas-flaskpannkaka/
2610,Mari Bergman Kycklingfras Med Thaibasilika,https://www.mathem.se/se/recipes/2610-mari-bergman-kycklingfras-med-thaibasilika/
2708,Mari Bergman Kramig Kycklingpasta Med Soltorkad Tomat,https://www.mathem.se/se/recipes/2708-mari-bergman-kramig-kycklingpasta-med-soltorkad-tomat/
2633,Mari Bergman Klassisk Korvstroganoff,https://www.mathem.se/se/recipes/2633-mari-bergman-klassisk-korvstroganoff/
75,Mari Bergman Lax I Kramig Sas Med Soltorkad Tomat Och Spenat,https://www.mathem.se/se/recipes/75-mari-bergman-lax-i-kramig-sas-med-soltorkad-tomat-och-spenat/
2125,Mari Bergman Kramig Dragonkyckling Med Klyftpotatis Och Bryssel,https://www.mathem.se/se/recipes/2125-mari-bergman-kramig-dragonkyckling-med-klyftpotatis-och-bryssel/
1092,Mari Bergman One Pot Pasta Med Chorizo,https://www.mathem.se/se/recipes/1092-mari-bergman-one-pot-pasta-med-chorizo/
2675,Mari Bergman Wallenbergare Med Kokt Potatis Grona Artor Och Bry,https://www.mathem.se/se/recipes/2675-mari-bergman-wallenbergare-med-kokt-potatis-grona-artor-och-bry/		
